age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
53,self-employed,divorced,tertiary,no,513,yes,no,cellular,5,may,17,3,-1,0,unknown,no
51,admin.,divorced,secondary,no,2195,yes,no,unknown,13,may,59,1,-1,0,unknown,no
56,management,divorced,primary,no,26,yes,no,cellular,13,may,194,4,359,2,other,no
54,management,divorced,primary,no,210,no,no,cellular,18,nov,178,1,-1,0,unknown,no
34,services,divorced,secondary,no,89,yes,no,cellular,15,may,1871,4,-1,0,unknown,yes
44,blue-collar,divorced,primary,no,-97,yes,yes,cellular,15,may,197,3,288,4,failure,no
58,retired,divorced,secondary,no,219,no,no,unknown,5,jun,133,1,-1,0,unknown,no
53,retired,divorced,secondary,no,451,no,yes,cellular,11,aug,277,5,-1,0,unknown,no
59,management,divorced,tertiary,no,258,yes,no,telephone,29,oct,266,1,-1,0,unknown,yes
43,technician,divorced,secondary,no,1326,no,no,cellular,26,aug,93,2,-1,0,unknown,no
48,management,divorced,tertiary,no,2263,no,no,cellular,29,jul,874,2,-1,0,unknown,yes
51,management,divorced,tertiary,no,0,no,no,cellular,13,aug,60,2,-1,0,unknown,no
35,management,divorced,tertiary,no,1723,yes,no,cellular,25,jul,862,1,-1,0,unknown,yes
43,blue-collar,divorced,secondary,no,898,yes,no,cellular,11,may,405,1,174,3,failure,no
39,services,divorced,primary,no,471,yes,no,unknown,6,may,161,2,-1,0,unknown,no
36,admin.,divorced,secondary,no,11,no,no,cellular,19,aug,97,2,-1,0,unknown,no
52,admin.,divorced,secondary,no,363,yes,no,cellular,21,aug,168,1,462,1,success,yes
60,retired,divorced,tertiary,no,2131,no,no,cellular,10,jul,421,6,-1,0,unknown,no
36,management,divorced,tertiary,no,563,no,no,unknown,20,jun,10,4,-1,0,unknown,no
41,technician,divorced,tertiary,no,533,yes,no,cellular,14,jul,257,4,-1,0,unknown,no
59,admin.,divorced,secondary,no,174,yes,no,unknown,16,may,204,1,-1,0,unknown,no
38,blue-collar,divorced,primary,no,-258,yes,no,cellular,14,may,134,2,370,4,other,no
52,technician,divorced,secondary,no,643,yes,no,cellular,4,feb,270,1,-1,0,unknown,no
47,management,divorced,tertiary,no,697,yes,no,cellular,30,jan,139,1,-1,0,unknown,no
35,technician,divorced,secondary,no,56,no,no,cellular,29,aug,24,12,-1,0,unknown,no
30,services,divorced,secondary,no,78,yes,no,cellular,20,nov,147,2,-1,0,unknown,no
46,services,divorced,secondary,no,4329,no,no,cellular,21,nov,534,2,-1,0,unknown,yes
58,retired,divorced,primary,no,2538,yes,no,cellular,31,jul,307,6,-1,0,unknown,no
59,blue-collar,divorced,primary,no,55,no,no,cellular,7,jul,13,20,-1,0,unknown,no
49,technician,divorced,secondary,no,2677,yes,yes,cellular,31,jul,67,3,-1,0,unknown,no
51,technician,divorced,secondary,no,0,no,no,cellular,11,aug,177,2,-1,0,unknown,no
38,services,divorced,secondary,no,53,no,no,cellular,8,oct,78,1,58,1,other,no
39,technician,divorced,secondary,no,385,no,no,cellular,25,may,644,1,-1,0,unknown,no
57,technician,divorced,secondary,no,910,yes,no,unknown,3,jun,183,2,-1,0,unknown,no
46,technician,divorced,secondary,no,256,no,no,cellular,11,aug,105,2,-1,0,unknown,no
64,retired,divorced,primary,no,109,no,no,cellular,23,jun,706,1,225,2,success,yes
51,admin.,divorced,secondary,no,-338,yes,no,cellular,29,jul,97,2,-1,0,unknown,no
46,management,divorced,secondary,no,145,yes,no,cellular,20,apr,113,2,270,5,failure,no
43,entrepreneur,divorced,tertiary,no,626,yes,no,cellular,28,jan,72,1,167,2,failure,no
58,blue-collar,divorced,unknown,no,55,yes,no,cellular,31,jul,119,8,-1,0,unknown,no
41,management,divorced,secondary,no,71,yes,no,unknown,26,may,60,3,-1,0,unknown,no
71,retired,divorced,secondary,no,0,no,no,cellular,26,feb,771,1,171,1,success,yes
50,admin.,divorced,secondary,no,237,no,yes,telephone,5,nov,169,1,-1,0,unknown,yes
53,services,divorced,secondary,yes,0,no,yes,unknown,3,jul,172,10,-1,0,unknown,no
47,admin.,divorced,tertiary,no,846,yes,no,cellular,13,may,85,2,370,2,failure,no
54,technician,divorced,secondary,no,-291,no,no,cellular,19,aug,99,2,-1,0,unknown,no
47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,jun,2456,2,-1,0,unknown,yes
46,management,divorced,secondary,no,361,yes,no,unknown,19,may,86,7,-1,0,unknown,no
31,blue-collar,divorced,secondary,no,-209,yes,no,cellular,8,may,154,3,367,2,failure,no
45,entrepreneur,divorced,tertiary,no,1273,yes,yes,unknown,11,jun,197,3,-1,0,unknown,no
35,blue-collar,divorced,tertiary,no,3547,yes,no,cellular,19,nov,289,1,-1,0,unknown,no
40,services,divorced,secondary,no,5766,yes,yes,cellular,17,nov,68,2,173,1,failure,no
42,technician,divorced,secondary,no,1533,no,yes,cellular,5,aug,86,1,-1,0,unknown,no
46,management,divorced,tertiary,no,-49,yes,no,unknown,20,jun,10,23,-1,0,unknown,no
49,unemployed,divorced,secondary,no,-214,yes,no,cellular,23,jul,73,1,-1,0,unknown,no
57,technician,divorced,tertiary,no,0,yes,no,cellular,31,jul,24,16,-1,0,unknown,no
47,management,divorced,unknown,no,184,yes,no,cellular,10,jul,144,1,-1,0,unknown,no
29,admin.,divorced,secondary,no,0,no,no,unknown,9,may,393,1,-1,0,unknown,no
52,housemaid,divorced,primary,no,3899,no,no,unknown,9,jun,49,1,-1,0,unknown,no
29,admin.,divorced,secondary,no,883,no,yes,cellular,8,may,85,1,-1,0,unknown,no
42,blue-collar,divorced,primary,no,1563,yes,no,cellular,14,may,164,2,364,1,failure,no
55,entrepreneur,divorced,tertiary,no,372,yes,no,cellular,19,nov,225,5,-1,0,unknown,no
50,blue-collar,divorced,primary,no,31,yes,no,unknown,9,may,237,3,-1,0,unknown,no
36,management,divorced,tertiary,no,649,no,no,cellular,16,jul,237,2,91,1,failure,no
55,services,divorced,primary,no,653,no,no,unknown,6,jun,800,1,-1,0,unknown,no
46,management,divorced,unknown,no,2,yes,no,unknown,6,may,187,1,-1,0,unknown,no
54,management,divorced,tertiary,no,-449,yes,no,cellular,14,may,691,1,-1,0,unknown,yes
37,entrepreneur,divorced,tertiary,no,66,no,no,cellular,18,nov,1164,2,-1,0,unknown,yes
55,management,divorced,tertiary,no,2171,yes,yes,telephone,13,may,318,5,176,1,success,no
35,management,divorced,tertiary,no,649,no,no,cellular,16,apr,177,1,-1,0,unknown,no
57,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,11,may,652,1,370,4,other,no
61,admin.,divorced,tertiary,no,89,no,no,cellular,24,nov,141,2,95,2,other,no
58,admin.,divorced,secondary,no,3058,yes,no,telephone,11,may,114,1,368,1,failure,no
42,self-employed,divorced,secondary,no,484,yes,no,cellular,17,jul,277,3,-1,0,unknown,no
42,admin.,divorced,secondary,no,814,yes,no,cellular,2,feb,326,5,-1,0,unknown,no
49,technician,divorced,secondary,no,229,no,no,cellular,8,aug,219,2,-1,0,unknown,no
57,housemaid,divorced,unknown,no,11632,no,no,telephone,30,apr,71,2,-1,0,unknown,no
58,management,divorced,unknown,no,3498,no,no,cellular,19,nov,175,1,-1,0,unknown,no
40,management,divorced,tertiary,no,1038,no,no,cellular,7,aug,162,5,-1,0,unknown,no
48,housemaid,divorced,secondary,no,-621,no,yes,cellular,14,jul,552,3,-1,0,unknown,no
35,blue-collar,divorced,primary,no,0,no,no,unknown,12,jun,200,1,-1,0,unknown,no
40,blue-collar,divorced,primary,no,369,no,no,unknown,6,may,79,2,-1,0,unknown,no
42,unemployed,divorced,primary,no,1699,no,yes,cellular,17,jul,207,2,-1,0,unknown,no
33,admin.,divorced,secondary,no,335,yes,no,cellular,21,nov,347,1,184,2,failure,no
51,management,divorced,tertiary,no,119,no,no,cellular,17,nov,200,1,165,2,failure,no
37,entrepreneur,divorced,secondary,no,1190,yes,no,unknown,9,may,268,3,-1,0,unknown,no
46,management,divorced,tertiary,no,770,yes,no,unknown,16,may,94,1,-1,0,unknown,no
59,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,6,90,1,success,yes
57,technician,divorced,secondary,no,470,no,no,cellular,5,aug,480,3,-1,0,unknown,yes
39,technician,divorced,secondary,no,291,yes,no,cellular,7,may,882,2,-1,0,unknown,yes
53,management,divorced,tertiary,no,195,yes,no,unknown,29,may,217,1,-1,0,unknown,no
55,technician,divorced,secondary,no,852,no,no,cellular,20,aug,83,6,-1,0,unknown,no
54,blue-collar,divorced,secondary,no,154,yes,no,unknown,30,may,197,12,-1,0,unknown,no
50,management,divorced,tertiary,no,0,no,no,cellular,29,aug,128,2,-1,0,unknown,no
52,self-employed,divorced,secondary,no,1291,yes,no,cellular,19,nov,559,1,169,2,failure,no
58,retired,divorced,secondary,no,0,no,no,unknown,17,jun,436,5,-1,0,unknown,no
42,unemployed,divorced,secondary,no,2699,no,no,cellular,8,jul,92,2,-1,0,unknown,no
39,management,divorced,tertiary,no,1315,yes,no,cellular,19,nov,1337,4,126,1,failure,no
40,blue-collar,divorced,unknown,no,0,no,yes,unknown,25,jun,91,2,-1,0,unknown,no
54,management,divorced,tertiary,no,192,yes,no,unknown,28,may,157,3,-1,0,unknown,no
59,retired,divorced,tertiary,no,559,yes,no,unknown,13,may,168,2,-1,0,unknown,no
48,services,divorced,secondary,no,852,yes,yes,unknown,7,may,202,1,-1,0,unknown,no
32,admin.,divorced,secondary,yes,-18,yes,no,unknown,12,may,155,3,-1,0,unknown,no
49,technician,divorced,primary,no,1807,no,yes,unknown,3,jul,122,3,-1,0,unknown,no
55,admin.,divorced,secondary,no,873,yes,yes,unknown,3,jun,131,1,-1,0,unknown,no
39,management,divorced,tertiary,no,517,yes,yes,unknown,14,may,1328,1,-1,0,unknown,yes
51,blue-collar,divorced,secondary,no,1069,yes,no,unknown,30,may,247,2,-1,0,unknown,no
45,admin.,divorced,secondary,no,1201,no,no,cellular,30,jul,652,2,-1,0,unknown,no
37,technician,divorced,secondary,no,141,yes,no,cellular,6,may,848,1,364,3,failure,yes
39,management,divorced,tertiary,no,-999,yes,no,unknown,27,may,313,1,-1,0,unknown,no
59,management,divorced,tertiary,no,258,yes,no,cellular,20,apr,33,1,173,1,success,no
45,technician,divorced,secondary,no,54,no,no,cellular,29,aug,83,3,-1,0,unknown,no
35,technician,divorced,secondary,no,1085,no,no,cellular,27,aug,130,10,-1,0,unknown,no
38,management,divorced,tertiary,no,714,yes,no,cellular,7,apr,163,2,-1,0,unknown,no
60,retired,divorced,secondary,no,1923,no,no,cellular,27,may,282,1,-1,0,unknown,no
52,management,divorced,tertiary,no,2909,yes,no,unknown,30,may,110,1,-1,0,unknown,no
46,management,divorced,tertiary,no,624,no,no,cellular,18,mar,420,1,276,1,other,yes
37,admin.,divorced,secondary,no,1573,yes,no,cellular,12,may,639,3,326,10,failure,no
46,blue-collar,divorced,secondary,no,2441,no,no,unknown,19,jun,217,2,-1,0,unknown,no
56,retired,divorced,primary,no,1177,no,no,cellular,30,jul,39,2,-1,0,unknown,no
42,blue-collar,divorced,primary,no,301,yes,no,cellular,17,jul,1175,2,-1,0,unknown,yes
54,blue-collar,divorced,secondary,no,244,yes,yes,cellular,18,may,9,11,350,11,other,no
33,technician,divorced,secondary,no,855,yes,no,cellular,15,may,124,3,-1,0,unknown,no
54,management,divorced,tertiary,no,1295,yes,no,cellular,21,jul,179,10,-1,0,unknown,no
46,entrepreneur,divorced,secondary,no,2514,yes,no,cellular,20,nov,68,2,-1,0,unknown,no
35,services,divorced,secondary,no,1529,no,no,unknown,20,jun,20,5,-1,0,unknown,no
39,management,divorced,tertiary,no,3261,yes,no,unknown,9,jun,150,17,-1,0,unknown,no
47,technician,divorced,secondary,no,-81,yes,no,cellular,21,nov,262,1,-1,0,unknown,no
51,technician,divorced,secondary,no,43,no,no,cellular,30,jul,220,2,-1,0,unknown,no
43,blue-collar,divorced,secondary,no,-91,yes,yes,cellular,7,may,92,3,167,4,other,no
56,management,divorced,tertiary,no,722,no,no,cellular,19,feb,134,3,94,2,failure,no
33,technician,divorced,secondary,no,9,no,no,cellular,21,aug,91,2,-1,0,unknown,no
54,technician,divorced,secondary,no,83,yes,no,unknown,6,may,190,3,-1,0,unknown,no
40,blue-collar,divorced,primary,yes,0,yes,no,telephone,21,nov,333,3,-1,0,unknown,no
37,services,divorced,secondary,no,2152,yes,no,cellular,18,nov,200,1,-1,0,unknown,no
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,255,3,148,1,success,yes
56,blue-collar,divorced,primary,no,5041,yes,no,unknown,15,may,158,1,-1,0,unknown,no
46,blue-collar,divorced,primary,no,1927,yes,no,unknown,6,may,241,3,-1,0,unknown,no
30,admin.,divorced,secondary,no,83,yes,yes,unknown,6,may,310,1,-1,0,unknown,no
44,admin.,divorced,secondary,no,449,yes,yes,unknown,28,may,195,4,-1,0,unknown,no
57,technician,divorced,secondary,no,0,yes,no,unknown,14,may,360,2,-1,0,unknown,no
72,retired,divorced,tertiary,no,402,no,no,cellular,12,jul,194,3,-1,0,unknown,no
25,technician,divorced,tertiary,no,174,no,yes,unknown,27,may,350,4,-1,0,unknown,no
56,entrepreneur,divorced,tertiary,no,2975,no,yes,cellular,30,jul,28,13,-1,0,unknown,no
44,services,divorced,secondary,no,35,yes,no,cellular,16,apr,184,2,-1,0,unknown,no
57,retired,divorced,primary,no,0,no,no,telephone,28,jul,1037,3,-1,0,unknown,no
58,retired,divorced,secondary,no,19,no,no,cellular,29,jul,271,2,-1,0,unknown,no
52,technician,divorced,tertiary,no,0,no,no,cellular,18,jul,454,1,-1,0,unknown,no
58,blue-collar,divorced,primary,no,2246,yes,no,cellular,14,may,294,2,-1,0,unknown,no
54,blue-collar,divorced,primary,no,2656,yes,no,cellular,15,apr,1187,2,320,2,success,no
57,management,divorced,unknown,no,0,no,no,cellular,27,mar,102,1,-1,0,unknown,no
54,housemaid,divorced,primary,no,2253,yes,no,cellular,5,feb,266,1,196,1,failure,no
31,management,divorced,tertiary,no,0,yes,no,unknown,7,may,953,3,-1,0,unknown,no
56,retired,divorced,secondary,no,-166,no,yes,cellular,4,aug,370,2,-1,0,unknown,no
31,admin.,divorced,secondary,no,1890,yes,no,cellular,21,jul,588,1,-1,0,unknown,no
42,services,divorced,primary,no,0,yes,no,cellular,9,feb,216,2,-1,0,unknown,no
58,services,divorced,secondary,no,739,yes,no,cellular,20,apr,304,7,335,5,failure,no
43,admin.,divorced,tertiary,no,1440,yes,yes,unknown,30,may,254,1,-1,0,unknown,no
40,management,divorced,tertiary,no,490,yes,no,unknown,7,may,477,2,-1,0,unknown,no
31,management,divorced,tertiary,no,-6,no,yes,cellular,22,aug,119,6,-1,0,unknown,no
36,technician,divorced,secondary,no,1156,yes,yes,cellular,28,jul,141,7,-1,0,unknown,no
67,management,divorced,tertiary,no,361,no,no,cellular,13,oct,411,2,-1,0,unknown,yes
59,retired,divorced,secondary,no,23,no,no,cellular,7,jul,66,1,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,727,yes,no,unknown,16,jun,119,2,-1,0,unknown,no
36,technician,divorced,tertiary,no,1381,no,no,cellular,2,mar,149,1,-1,0,unknown,no
46,technician,divorced,secondary,no,387,yes,yes,cellular,3,apr,298,1,-1,0,unknown,no
60,admin.,divorced,secondary,no,-41,yes,yes,cellular,6,feb,1658,1,262,1,failure,yes
51,housemaid,divorced,primary,no,3982,no,no,unknown,9,jun,23,1,-1,0,unknown,no
54,admin.,divorced,secondary,no,459,no,yes,telephone,20,nov,132,3,-1,0,unknown,no
35,services,divorced,secondary,no,221,yes,no,cellular,14,may,150,1,360,1,failure,no
52,admin.,divorced,secondary,no,340,yes,no,cellular,17,apr,463,1,344,1,failure,no
35,management,divorced,tertiary,no,434,yes,no,cellular,13,aug,1314,2,-1,0,unknown,yes
56,unemployed,divorced,tertiary,no,0,yes,no,cellular,30,jul,1259,6,-1,0,unknown,no
33,technician,divorced,primary,no,20,yes,no,unknown,15,may,172,4,-1,0,unknown,no
49,blue-collar,divorced,primary,no,514,no,no,cellular,17,nov,221,1,-1,0,unknown,no
39,self-employed,divorced,tertiary,no,155,no,no,cellular,19,nov,449,2,-1,0,unknown,no
32,admin.,divorced,tertiary,no,-127,yes,no,unknown,30,may,288,4,-1,0,unknown,no
38,services,divorced,secondary,no,8554,yes,no,cellular,21,nov,29,2,176,4,other,no
41,management,divorced,tertiary,no,3426,no,no,cellular,4,jun,102,2,297,3,failure,yes
47,services,divorced,secondary,no,691,no,no,cellular,6,feb,285,6,-1,0,unknown,no
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,jan,164,4,92,4,success,yes
38,self-employed,divorced,secondary,no,2674,yes,no,unknown,19,jun,163,2,-1,0,unknown,no
52,admin.,divorced,secondary,no,1256,yes,no,cellular,1,apr,498,3,-1,0,unknown,no
38,technician,divorced,secondary,no,1,no,yes,cellular,23,jul,73,1,-1,0,unknown,no
47,blue-collar,divorced,secondary,no,18,yes,no,unknown,20,jun,12,24,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,181,no,no,unknown,12,jun,89,6,-1,0,unknown,no
43,services,divorced,secondary,no,7816,yes,no,telephone,15,may,16,3,-1,0,unknown,no
50,services,divorced,secondary,no,330,yes,yes,cellular,18,nov,281,1,-1,0,unknown,no
31,entrepreneur,divorced,secondary,no,290,yes,no,cellular,13,apr,230,1,-1,0,unknown,no
55,services,divorced,secondary,no,-555,yes,no,cellular,31,jul,81,3,-1,0,unknown,no
40,management,divorced,tertiary,no,502,yes,no,cellular,3,feb,267,4,270,3,other,no
45,entrepreneur,divorced,tertiary,no,-395,yes,no,unknown,13,may,470,1,-1,0,unknown,yes
58,services,divorced,secondary,no,0,no,no,cellular,28,jan,250,2,-1,0,unknown,no
45,technician,divorced,secondary,no,167,no,no,cellular,30,jul,97,11,-1,0,unknown,no
43,services,divorced,secondary,no,-145,yes,no,cellular,28,jul,68,3,-1,0,unknown,no
52,blue-collar,divorced,primary,no,-100,yes,no,cellular,15,may,7,4,340,15,other,no
43,blue-collar,divorced,primary,no,1234,yes,no,cellular,7,may,307,1,-1,0,unknown,no
41,self-employed,divorced,tertiary,no,4418,yes,no,cellular,21,nov,855,3,-1,0,unknown,no
50,retired,divorced,secondary,no,4861,no,no,unknown,20,jun,61,3,-1,0,unknown,no
42,technician,divorced,tertiary,no,21,yes,no,unknown,20,jun,9,7,-1,0,unknown,no
35,services,divorced,secondary,no,-269,yes,no,unknown,3,jun,118,2,-1,0,unknown,no
46,management,divorced,tertiary,no,3,yes,yes,cellular,5,aug,328,1,-1,0,unknown,no
40,services,divorced,primary,no,4,yes,no,cellular,7,may,171,2,-1,0,unknown,no
53,admin.,divorced,secondary,no,223,yes,yes,cellular,22,jul,534,1,-1,0,unknown,no
32,admin.,divorced,secondary,no,410,yes,no,cellular,14,apr,129,1,-1,0,unknown,no
41,blue-collar,divorced,primary,no,1498,no,no,unknown,20,jun,10,2,-1,0,unknown,no
32,technician,divorced,secondary,no,2,yes,no,unknown,11,jun,354,17,-1,0,unknown,no
39,services,divorced,secondary,no,892,yes,no,cellular,20,nov,34,1,171,1,failure,no
34,technician,divorced,tertiary,no,66,no,yes,cellular,5,feb,102,1,170,2,failure,no
34,management,divorced,tertiary,no,4231,yes,no,cellular,11,aug,382,2,-1,0,unknown,no
46,retired,divorced,tertiary,no,-48,no,no,cellular,4,aug,20,4,-1,0,unknown,no
56,unknown,divorced,primary,no,558,no,no,unknown,11,jun,119,1,-1,0,unknown,no
48,management,divorced,tertiary,no,313,no,no,cellular,8,may,208,1,-1,0,unknown,no
48,management,divorced,tertiary,no,507,yes,no,cellular,9,apr,528,1,-1,0,unknown,no
52,blue-collar,divorced,primary,no,-191,yes,no,unknown,15,may,755,1,-1,0,unknown,yes
53,management,divorced,tertiary,no,2894,yes,no,cellular,5,may,163,1,-1,0,unknown,no
48,management,divorced,tertiary,no,-244,yes,no,unknown,5,may,253,1,-1,0,unknown,no
31,technician,divorced,secondary,no,646,yes,no,unknown,30,may,294,3,-1,0,unknown,no
56,management,divorced,tertiary,no,3885,yes,no,cellular,10,jul,51,1,-1,0,unknown,no
45,admin.,divorced,secondary,no,660,yes,no,unknown,15,may,71,2,-1,0,unknown,no
36,blue-collar,divorced,primary,no,553,no,no,unknown,17,jun,19,4,-1,0,unknown,no
44,technician,divorced,secondary,no,1262,yes,no,unknown,26,may,788,11,-1,0,unknown,yes
57,unemployed,divorced,secondary,no,753,no,no,cellular,21,jul,730,8,-1,0,unknown,no
54,management,divorced,tertiary,no,2079,no,yes,cellular,25,jul,217,1,-1,0,unknown,no
34,blue-collar,divorced,secondary,no,882,no,yes,telephone,20,oct,24,1,-1,0,unknown,no
45,unemployed,divorced,primary,yes,11,no,no,cellular,13,aug,489,5,-1,0,unknown,yes
37,technician,divorced,secondary,no,2686,no,no,cellular,14,aug,144,4,-1,0,unknown,no
42,admin.,divorced,secondary,no,-106,yes,no,cellular,15,may,495,1,347,3,failure,no
42,services,divorced,secondary,no,0,yes,yes,cellular,23,jul,168,1,-1,0,unknown,no
37,services,divorced,primary,no,260,yes,no,cellular,17,apr,446,2,-1,0,unknown,no
78,retired,divorced,secondary,no,631,no,no,telephone,11,aug,95,1,-1,0,unknown,no
37,technician,divorced,secondary,yes,325,yes,yes,unknown,5,jun,487,1,-1,0,unknown,no
40,services,divorced,secondary,no,282,yes,no,cellular,13,may,240,1,300,1,failure,no
36,admin.,divorced,secondary,no,1573,yes,no,unknown,20,jun,17,10,-1,0,unknown,no
40,blue-collar,divorced,primary,no,71,yes,no,cellular,8,may,225,1,-1,0,unknown,no
60,admin.,divorced,secondary,no,12039,no,no,telephone,8,apr,236,1,-1,0,unknown,yes
46,management,divorced,tertiary,no,0,no,no,cellular,20,aug,50,2,-1,0,unknown,no
42,management,divorced,secondary,no,283,yes,no,cellular,23,jul,761,1,-1,0,unknown,yes
32,management,divorced,tertiary,no,874,no,no,cellular,21,nov,366,3,101,6,success,no
44,management,divorced,tertiary,no,3340,no,no,unknown,18,nov,251,1,-1,0,unknown,no
59,retired,divorced,primary,no,40,no,no,unknown,6,jun,108,1,-1,0,unknown,no
38,management,divorced,tertiary,no,155,yes,no,unknown,20,jun,25,26,-1,0,unknown,no
35,technician,divorced,secondary,no,2823,yes,no,cellular,2,jun,102,4,96,2,failure,no
45,technician,divorced,tertiary,no,206,no,no,cellular,13,aug,376,4,-1,0,unknown,no
33,management,divorced,tertiary,no,-336,no,no,cellular,12,aug,75,2,-1,0,unknown,no
43,technician,divorced,secondary,no,177,yes,no,unknown,8,may,209,3,-1,0,unknown,no
43,technician,divorced,secondary,no,1612,no,no,cellular,28,aug,119,2,95,3,success,no
45,management,divorced,tertiary,no,24598,yes,no,unknown,5,may,313,3,-1,0,unknown,no
34,technician,divorced,secondary,no,3997,yes,no,unknown,20,may,320,1,-1,0,unknown,no
53,housemaid,divorced,secondary,no,292,no,no,unknown,12,jun,92,2,-1,0,unknown,no
31,services,divorced,secondary,no,81,yes,no,cellular,16,apr,139,1,-1,0,unknown,no
52,services,divorced,secondary,no,1430,yes,no,telephone,20,apr,121,4,-1,0,unknown,no
56,services,divorced,primary,no,23,no,no,telephone,26,may,108,4,-1,0,unknown,no
53,management,divorced,tertiary,no,0,no,no,unknown,9,may,44,2,-1,0,unknown,no
56,unknown,divorced,unknown,no,2152,no,no,unknown,6,jun,67,1,-1,0,unknown,no
46,admin.,divorced,secondary,no,289,no,yes,cellular,21,jul,76,3,-1,0,unknown,no
55,unemployed,divorced,secondary,no,283,yes,yes,unknown,14,may,220,2,-1,0,unknown,no
45,management,divorced,primary,no,274,no,yes,cellular,4,feb,101,1,-1,0,unknown,no
26,management,divorced,tertiary,yes,-402,no,yes,cellular,29,jan,66,2,262,2,failure,no
36,technician,divorced,tertiary,no,466,no,no,cellular,28,aug,171,1,-1,0,unknown,no
53,management,divorced,tertiary,no,50,yes,no,cellular,15,may,669,1,337,3,failure,yes
45,blue-collar,divorced,primary,no,8,no,yes,unknown,4,jul,407,1,-1,0,unknown,no
55,admin.,divorced,secondary,no,0,yes,yes,cellular,7,oct,122,1,245,4,failure,no
57,blue-collar,divorced,primary,no,-176,yes,no,unknown,8,may,275,1,-1,0,unknown,no
38,admin.,divorced,secondary,no,19,yes,no,unknown,30,may,604,2,-1,0,unknown,yes
55,housemaid,divorced,primary,no,2014,no,no,unknown,17,jun,156,2,-1,0,unknown,no
48,management,divorced,tertiary,no,351,yes,no,cellular,7,apr,725,3,-1,0,unknown,no
33,management,divorced,tertiary,yes,280,no,yes,cellular,18,nov,155,1,-1,0,unknown,no
57,admin.,divorced,secondary,no,1403,yes,no,cellular,16,jul,547,2,-1,0,unknown,no
52,housemaid,divorced,secondary,no,131,yes,yes,cellular,11,may,87,1,-1,0,unknown,no
38,management,divorced,tertiary,no,554,no,no,cellular,21,nov,45,1,101,4,failure,no
59,retired,divorced,tertiary,no,4,yes,no,unknown,2,jun,517,2,-1,0,unknown,no
33,services,divorced,secondary,no,437,yes,no,cellular,15,jul,184,2,-1,0,unknown,no
42,management,divorced,tertiary,no,401,yes,no,cellular,24,jul,217,9,-1,0,unknown,no
45,entrepreneur,divorced,tertiary,no,0,yes,no,unknown,13,may,170,1,-1,0,unknown,no
56,entrepreneur,divorced,secondary,no,179,no,no,cellular,14,aug,47,2,-1,0,unknown,no
56,management,divorced,unknown,no,2986,no,no,cellular,30,apr,124,1,-1,0,unknown,no
49,retired,divorced,secondary,no,224,no,yes,cellular,31,jul,79,4,-1,0,unknown,no
53,management,divorced,tertiary,no,0,yes,no,cellular,14,jul,119,3,-1,0,unknown,no
54,management,divorced,tertiary,no,205,no,no,cellular,21,aug,182,6,-1,0,unknown,no
54,management,divorced,tertiary,no,432,yes,no,cellular,6,may,160,1,-1,0,unknown,no
48,management,divorced,secondary,no,122,yes,no,telephone,7,may,325,1,-1,0,unknown,no
57,housemaid,divorced,primary,no,492,no,no,telephone,21,nov,181,2,-1,0,unknown,no
58,management,divorced,tertiary,no,315,yes,no,cellular,17,nov,62,2,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,-90,no,yes,cellular,12,may,242,1,-1,0,unknown,no
44,unemployed,divorced,tertiary,no,0,no,no,cellular,5,feb,1960,3,-1,0,unknown,yes
50,admin.,divorced,secondary,no,1111,yes,no,cellular,17,apr,50,1,-1,0,unknown,no
45,management,divorced,tertiary,no,220,yes,no,unknown,18,jun,89,4,-1,0,unknown,no
29,admin.,divorced,secondary,no,1320,yes,yes,unknown,8,may,489,1,-1,0,unknown,no
46,unemployed,divorced,secondary,no,3354,yes,no,cellular,19,nov,522,1,174,1,success,yes
51,admin.,divorced,tertiary,no,178,yes,no,cellular,4,feb,184,2,-1,0,unknown,no
39,management,divorced,tertiary,no,36,no,yes,cellular,13,may,133,1,-1,0,unknown,no
44,management,divorced,tertiary,no,2422,yes,no,cellular,21,jul,141,2,-1,0,unknown,no
38,self-employed,divorced,tertiary,no,1513,no,no,cellular,7,may,330,1,342,1,failure,no
56,services,divorced,secondary,no,191,no,no,cellular,23,jul,335,3,-1,0,unknown,no
45,technician,divorced,secondary,no,5862,yes,no,cellular,18,nov,352,1,110,3,other,no
48,blue-collar,divorced,secondary,no,2071,no,no,cellular,14,may,127,1,-1,0,unknown,no
36,technician,divorced,secondary,no,-94,yes,no,cellular,2,feb,185,1,252,2,failure,no
42,entrepreneur,divorced,tertiary,yes,2,yes,no,unknown,5,may,380,1,-1,0,unknown,no
56,retired,divorced,secondary,no,389,yes,no,unknown,18,jun,379,5,-1,0,unknown,no
59,retired,divorced,tertiary,no,3444,no,no,cellular,6,feb,241,2,-1,0,unknown,yes
