poutcome,pdays,previous,contact,campaign,day,housing,marital,y
3,-1,0,0,1,5,0,0,0
3,-1,0,0,5,15,1,0,0
3,-1,0,0,3,21,1,0,0
0,246,6,0,2,4,1,0,0
3,-1,0,0,3,12,1,0,0
3,-1,0,2,1,9,1,0,0
3,-1,0,0,2,15,1,0,0
2,128,8,0,2,1,0,0,0
3,-1,0,2,1,6,0,0,0
3,-1,0,0,2,12,1,0,0
3,-1,0,0,3,30,0,0,0
3,-1,0,0,3,27,0,0,0
3,-1,0,0,4,23,0,0,1
3,-1,0,2,8,27,1,0,0
3,-1,0,2,5,15,1,0,0
3,-1,0,0,2,12,0,0,1
2,88,4,0,1,21,1,0,1
3,-1,0,0,4,7,0,0,0
3,-1,0,2,2,17,0,0,0
0,322,2,0,2,20,1,0,0
3,-1,0,0,1,5,1,0,0
3,-1,0,0,2,12,0,0,0
3,-1,0,0,4,30,1,0,1
3,-1,0,0,2,28,0,0,0
3,-1,0,0,2,4,1,0,1
3,-1,0,0,1,30,0,0,0
3,-1,0,0,3,17,0,0,1
3,-1,0,0,2,8,0,0,0
3,-1,0,0,1,22,1,0,1
3,-1,0,0,6,23,1,0,1
3,-1,0,0,4,28,0,0,0
3,-1,0,0,4,28,1,0,0
3,-1,0,0,1,7,0,0,0
3,-1,0,0,4,29,1,0,0
3,-1,0,0,1,21,1,0,1
0,140,11,0,2,21,1,0,0
3,-1,0,0,2,14,1,0,0
3,-1,0,0,3,15,1,0,0
1,169,12,0,1,6,1,0,0
3,-1,0,2,4,8,1,0,0
0,40,1,0,1,26,1,0,0
3,-1,0,0,2,11,1,0,0
3,-1,0,2,1,23,1,0,0
3,-1,0,0,1,18,1,0,0
3,-1,0,2,1,5,0,0,0
3,-1,0,0,2,15,1,0,0
3,-1,0,0,2,9,0,0,0
3,-1,0,0,3,28,1,0,0
3,-1,0,0,1,17,0,0,0
3,-1,0,2,3,27,1,0,0
3,-1,0,0,1,6,0,0,0
3,-1,0,0,1,23,1,0,0
0,150,9,1,4,1,0,0,0
3,-1,0,2,2,28,1,0,0
3,-1,0,0,1,27,0,0,0
3,-1,0,0,1,14,0,0,0
0,359,1,0,5,15,1,0,0
0,360,3,0,5,7,1,0,0
3,-1,0,1,2,4,0,0,0
3,-1,0,2,1,28,1,0,0
3,-1,0,0,2,7,0,0,0
3,-1,0,2,2,26,1,0,0
3,-1,0,0,1,21,0,0,0
3,-1,0,2,2,8,1,0,0
3,-1,0,2,1,21,1,0,0
3,-1,0,0,2,21,1,0,0
2,107,2,0,2,23,0,0,1
3,-1,0,0,1,5,1,0,0
3,-1,0,0,5,18,1,0,0
3,-1,0,0,3,12,0,0,0
3,-1,0,2,1,1,0,0,0
3,-1,0,0,2,7,0,0,0
0,174,1,1,2,4,0,0,0
3,-1,0,0,1,6,0,0,0
3,-1,0,0,2,5,1,0,0
3,-1,0,0,1,18,1,0,0
3,-1,0,1,9,18,1,0,0
3,-1,0,0,1,21,1,0,0
3,-1,0,0,2,25,0,0,1
3,-1,0,0,1,28,0,0,0
3,-1,0,0,1,6,1,0,0
3,-1,0,2,2,20,1,0,0
0,183,2,0,2,9,1,0,1
3,-1,0,2,9,30,1,0,0
1,349,2,0,3,18,1,0,0
3,-1,0,0,1,11,1,0,0
3,-1,0,0,2,29,0,0,0
3,-1,0,2,2,9,1,0,0
3,-1,0,0,8,4,0,0,0
3,-1,0,0,7,21,0,0,0
3,-1,0,2,3,14,1,0,0
3,-1,0,2,1,21,1,0,0
3,-1,0,2,2,28,1,0,1
3,-1,0,2,8,13,0,0,0
3,-1,0,0,3,11,0,0,0
3,-1,0,0,2,11,0,0,1
3,-1,0,0,2,29,0,0,0
3,-1,0,0,1,30,0,0,1
3,-1,0,1,1,10,0,0,0
3,-1,0,0,2,7,0,0,0
3,-1,0,0,4,7,1,0,0
3,-1,0,0,2,20,1,0,0
3,-1,0,0,6,15,1,0,0
3,-1,0,0,6,30,0,0,0
0,89,16,0,3,21,1,0,0
3,-1,0,0,2,6,0,0,1
3,-1,0,2,1,6,1,0,0
3,-1,0,2,1,28,1,0,0
3,-1,0,2,2,3,1,0,0
0,180,1,0,1,19,1,0,0
0,110,3,0,2,18,1,0,0
3,-1,0,2,2,27,1,0,0
3,-1,0,2,2,7,1,0,0
3,-1,0,0,1,18,0,0,0
2,106,2,0,1,23,0,0,1
3,-1,0,2,2,21,1,0,0
3,-1,0,2,1,8,1,0,0
3,-1,0,0,1,17,1,0,0
3,-1,0,2,16,20,0,0,0
3,-1,0,2,1,14,0,0,0
3,-1,0,2,2,7,1,0,0
1,130,3,1,7,21,0,0,0
3,-1,0,2,1,19,1,0,0
3,-1,0,2,2,7,1,0,0
0,371,3,0,2,13,1,0,1
3,-1,0,0,2,19,1,0,0
0,206,1,0,1,2,0,0,0
3,-1,0,0,1,18,0,0,0
3,-1,0,2,1,4,1,0,0
3,-1,0,0,2,20,0,0,0
3,-1,0,0,15,29,0,0,0
1,371,1,0,1,14,1,0,1
3,-1,0,0,1,19,0,0,0
3,-1,0,2,1,15,1,0,0
3,-1,0,2,1,21,1,0,0
3,-1,0,2,2,27,1,0,0
3,-1,0,2,6,4,1,0,0
3,-1,0,1,1,13,0,0,1
3,-1,0,2,2,20,1,0,0
3,-1,0,2,6,28,1,0,0
3,-1,0,0,3,4,0,0,0
0,178,6,0,2,20,1,0,0
2,475,4,0,3,27,1,0,1
3,-1,0,2,1,29,1,0,0
3,-1,0,0,2,29,0,0,0
0,330,4,0,2,30,1,0,0
3,-1,0,0,11,9,0,0,0
3,-1,0,0,1,11,0,0,0
3,-1,0,2,1,5,0,0,0
3,-1,0,0,2,9,1,0,0
0,184,1,0,2,21,1,0,0
3,-1,0,2,2,20,0,0,0
3,-1,0,0,1,23,0,0,0
3,-1,0,0,2,19,1,0,0
3,-1,0,0,8,13,1,0,0
3,-1,0,0,1,5,0,0,1
3,-1,0,0,1,26,0,0,0
3,-1,0,2,3,30,1,0,0
3,-1,0,2,4,12,1,0,0
3,-1,0,0,1,21,0,0,0
3,-1,0,0,4,22,0,0,0
3,-1,0,0,4,6,0,0,0
3,-1,0,0,1,21,1,0,1
3,-1,0,0,1,30,0,0,1
3,-1,0,0,2,3,0,0,0
0,326,8,0,1,26,1,0,1
2,95,4,0,3,16,0,0,1
3,-1,0,2,2,29,1,0,0
3,-1,0,2,1,28,1,0,1
3,-1,0,2,3,20,0,0,0
0,197,2,1,1,18,0,0,1
0,176,2,0,1,13,1,0,0
3,-1,0,0,4,20,1,0,0
3,-1,0,1,3,3,0,0,0
3,-1,0,2,7,20,0,0,0
3,-1,0,0,2,22,0,0,0
3,-1,0,0,4,7,1,0,0
1,8,1,0,2,5,0,0,0
3,-1,0,0,2,5,0,0,0
3,-1,0,0,3,21,0,0,0
3,-1,0,2,5,21,0,0,0
3,-1,0,0,5,18,0,0,0
3,-1,0,0,3,19,0,0,0
3,-1,0,0,1,21,0,0,0
3,-1,0,2,3,17,0,0,0
3,-1,0,0,4,1,0,0,1
3,-1,0,1,1,7,0,0,0
3,-1,0,2,25,20,1,0,0
3,-1,0,0,1,11,1,0,0
3,-1,0,0,1,28,1,0,0
3,-1,0,2,15,2,1,0,0
1,504,5,0,3,6,1,0,1
3,-1,0,0,2,20,0,0,0
1,353,3,0,2,24,0,0,1
0,259,4,0,3,9,1,0,0
3,-1,0,0,1,21,0,0,1
3,-1,0,0,1,12,1,0,1
0,266,1,0,1,14,1,0,0
3,-1,0,0,1,29,0,0,0
3,-1,0,2,4,30,1,0,0
3,-1,0,1,1,18,0,0,0
3,-1,0,0,1,5,1,0,0
3,-1,0,0,7,30,1,0,0
3,-1,0,2,2,6,1,0,0
1,143,10,0,1,28,0,0,0
0,366,2,0,4,6,1,0,0
3,-1,0,0,1,2,0,0,0
3,-1,0,0,3,13,1,0,0
3,-1,0,2,3,9,1,0,0
3,-1,0,0,4,5,1,0,0
3,-1,0,0,2,20,0,0,1
0,178,15,0,3,18,1,0,0
3,-1,0,0,2,11,1,0,0
3,-1,0,2,1,19,1,0,0
3,-1,0,0,1,29,0,0,1
3,-1,0,0,7,21,0,0,0
0,348,2,0,2,18,1,0,0
3,-1,0,0,1,17,1,0,0
3,-1,0,2,4,19,1,0,0
3,-1,0,2,1,19,1,0,0
3,-1,0,0,4,18,0,0,0
3,-1,0,2,1,5,1,0,0
0,437,1,0,2,5,0,0,1
3,-1,0,0,2,11,0,0,0
3,-1,0,2,1,16,1,0,0
3,-1,0,0,1,28,0,0,0
3,-1,0,0,1,14,1,0,0
0,185,7,0,4,5,0,0,1
3,-1,0,2,2,27,1,0,0
3,-1,0,0,1,30,0,0,0
0,205,2,0,1,29,0,0,0
3,-1,0,2,2,27,1,0,0
3,-1,0,0,1,5,1,0,1
3,-1,0,2,1,12,1,0,0
3,-1,0,0,1,29,1,0,0
0,210,4,0,1,11,0,0,0
3,-1,0,0,1,18,1,0,0
3,-1,0,2,1,20,1,0,0
3,-1,0,2,1,23,0,0,0
1,334,3,0,1,20,1,0,0
0,131,2,0,2,1,1,0,0
3,-1,0,2,3,26,1,0,0
0,236,2,0,3,6,1,0,1
3,-1,0,2,4,18,1,0,0
3,-1,0,2,3,5,1,0,0
1,105,7,0,2,28,0,0,1
3,-1,0,0,2,18,1,0,0
0,27,1,0,1,3,1,0,0
3,-1,0,2,1,3,0,0,0
3,-1,0,1,10,26,0,0,0
2,98,1,0,2,5,0,0,1
2,91,3,0,2,9,0,0,1
3,-1,0,0,1,9,1,0,1
2,173,2,0,1,12,1,0,0
3,-1,0,2,1,27,1,0,0
3,-1,0,0,4,8,0,0,0
3,-1,0,2,3,9,0,0,0
3,-1,0,0,1,10,0,0,0
3,-1,0,0,1,20,1,0,0
3,-1,0,0,2,18,0,0,0
3,-1,0,1,1,4,0,0,1
3,-1,0,0,2,17,1,0,0
3,-1,0,0,1,28,0,0,0
0,247,2,0,1,29,1,0,0
3,-1,0,0,2,18,1,0,0
3,-1,0,0,2,13,0,0,0
3,-1,0,2,1,5,0,0,0
3,-1,0,2,6,17,1,0,0
2,351,1,0,2,7,1,0,0
3,-1,0,0,6,10,0,0,0
0,199,3,0,1,5,0,0,0
3,-1,0,0,21,29,0,0,0
0,160,1,0,1,30,0,0,0
3,-1,0,0,3,20,1,0,0
3,-1,0,2,5,28,0,0,0
0,174,15,0,1,5,1,0,1
3,-1,0,0,2,21,1,0,0
3,-1,0,2,2,8,1,0,0
3,-1,0,2,6,30,1,0,0
3,-1,0,0,1,2,0,0,0
1,342,4,0,1,5,1,0,0
3,-1,0,0,2,18,1,0,1
3,-1,0,2,1,9,0,0,0
3,-1,0,2,3,16,0,0,0
3,-1,0,0,9,26,0,0,0
2,175,3,0,1,14,1,0,0
3,-1,0,0,1,28,1,0,1
3,-1,0,0,3,2,0,0,1
3,-1,0,2,1,14,1,0,0
3,-1,0,0,1,17,1,0,0
3,-1,0,1,4,20,1,0,0
3,-1,0,2,1,20,1,0,0
3,-1,0,0,1,18,1,0,0
3,-1,0,2,1,5,1,0,0
1,302,3,0,1,21,0,0,1
3,-1,0,2,3,2,1,0,0
0,680,5,2,1,29,0,0,0
3,-1,0,0,3,19,0,0,0
3,-1,0,0,3,5,0,0,1
3,-1,0,0,5,21,0,0,1
1,355,4,0,3,18,1,0,0
3,-1,0,0,2,29,0,0,0
3,-1,0,0,2,5,0,0,0
3,-1,0,2,1,27,1,0,0
3,-1,0,0,2,28,0,0,0
3,-1,0,0,4,12,0,0,0
3,-1,0,0,8,23,0,0,0
3,-1,0,0,7,22,0,0,0
3,-1,0,2,1,28,1,0,0
3,-1,0,2,3,2,0,0,0
3,-1,0,1,20,17,0,0,0
2,469,3,0,2,15,0,0,1
0,346,9,0,6,14,1,0,0
0,345,2,1,2,17,1,0,0
3,-1,0,2,3,29,1,0,1
3,-1,0,0,2,22,0,0,1
3,-1,0,0,8,26,0,0,0
3,-1,0,2,2,21,1,0,0
3,-1,0,0,2,21,0,0,0
3,-1,0,0,1,21,0,0,0
3,-1,0,0,2,8,0,0,0
3,-1,0,0,4,28,0,0,0
3,-1,0,0,3,20,1,0,0
3,-1,0,2,1,9,1,0,0
3,-1,0,2,1,15,1,0,0
3,-1,0,0,4,30,0,0,0
3,-1,0,2,1,15,1,0,0
3,-1,0,0,11,18,1,0,0
0,163,2,0,1,21,1,0,0
3,-1,0,0,3,28,0,0,0
3,-1,0,2,2,16,1,0,0
2,102,3,0,2,14,1,0,0
3,-1,0,0,3,5,0,0,0
3,-1,0,2,9,26,0,0,0
3,-1,0,2,1,29,1,0,0
3,-1,0,1,8,15,1,0,0
0,273,4,0,2,11,0,0,0
3,-1,0,0,1,11,0,0,0
3,-1,0,0,2,30,1,0,0
3,-1,0,2,2,5,1,0,0
3,-1,0,2,3,16,0,0,0
3,-1,0,0,2,6,0,0,0
3,-1,0,2,2,2,1,0,0
3,-1,0,2,58,20,1,0,0
0,57,1,0,1,16,0,0,0
3,-1,0,2,1,9,1,0,0
3,-1,0,0,8,25,0,0,0
3,-1,0,0,10,26,0,0,0
3,-1,0,0,1,5,1,0,0
3,-1,0,2,2,16,1,0,0
3,-1,0,0,2,7,0,0,0
0,351,1,0,1,13,1,0,0
3,-1,0,0,1,3,0,0,0
0,343,4,0,2,7,1,0,0
0,182,3,0,4,21,1,0,0
2,182,2,0,1,10,0,0,1
3,-1,0,0,2,21,1,0,0
3,-1,0,1,1,9,0,0,0
3,-1,0,1,5,23,1,0,0
3,-1,0,2,4,14,1,0,0
3,-1,0,2,5,26,1,0,0
3,-1,0,2,2,16,1,0,0
3,-1,0,0,1,2,1,0,0
3,-1,0,2,2,11,1,0,0
3,-1,0,2,1,13,1,0,0
3,-1,0,0,2,29,1,0,0
3,-1,0,2,1,17,0,0,0
3,-1,0,0,1,19,0,0,0
3,-1,0,2,1,20,0,0,0
3,-1,0,2,3,12,1,0,0
3,-1,0,0,1,12,1,0,0
3,-1,0,0,3,14,1,0,0
3,-1,0,2,2,7,1,0,0
3,-1,0,0,1,25,1,0,0
3,-1,0,0,1,28,0,0,0
3,-1,0,0,3,21,0,0,0
3,-1,0,0,2,2,0,0,0
3,-1,0,0,3,10,0,0,0
3,-1,0,0,6,25,0,0,0
3,-1,0,2,1,23,1,0,0
3,-1,0,2,1,5,0,0,0
3,-1,0,2,1,17,1,0,0
3,-1,0,2,1,4,1,0,0
0,286,3,0,2,7,0,0,0
3,-1,0,0,1,5,0,0,0
3,-1,0,1,5,31,0,0,0
3,-1,0,2,1,21,1,0,0
3,-1,0,0,1,12,0,0,1
3,-1,0,0,1,20,1,0,0
3,-1,0,0,8,22,1,0,0
3,-1,0,2,1,5,1,0,0
3,-1,0,2,4,14,1,0,0
3,-1,0,2,1,12,0,0,0
3,-1,0,0,4,22,0,0,0
3,-1,0,2,1,9,1,0,0
1,111,5,0,3,16,0,0,0
3,-1,0,0,4,15,0,0,0
3,-1,0,2,2,27,1,0,0
3,-1,0,0,1,9,1,0,0
3,-1,0,0,11,8,0,0,0
1,99,2,0,1,7,0,0,1
3,-1,0,0,1,15,1,0,0
3,-1,0,1,2,3,0,0,0
3,-1,0,2,2,17,0,0,0
3,-1,0,0,2,5,1,0,0
3,-1,0,2,1,16,1,0,0
3,-1,0,0,1,11,1,0,0
3,-1,0,0,2,22,0,0,1
3,-1,0,0,7,13,1,0,0
3,-1,0,0,2,13,1,0,0
3,-1,0,0,1,3,0,0,0
3,-1,0,0,1,8,1,0,0
1,111,2,0,1,19,1,0,0
3,-1,0,0,2,12,1,0,0
3,-1,0,2,1,23,1,0,0
3,-1,0,2,2,5,1,0,0
3,-1,0,0,6,15,1,0,0
1,276,1,1,5,6,1,0,0
3,-1,0,0,1,30,0,0,0
3,-1,0,0,2,22,0,0,0
3,-1,0,0,1,19,1,0,0
3,-1,0,0,2,30,0,0,0
3,-1,0,2,2,19,1,0,0
3,-1,0,0,1,13,1,0,0
3,-1,0,0,2,19,0,0,1
3,-1,0,2,3,4,0,0,1
3,-1,0,0,1,10,0,0,1
3,-1,0,0,2,2,0,0,0
1,182,1,0,1,18,1,0,1
3,-1,0,0,2,7,0,0,0
3,-1,0,0,1,14,1,0,0
3,-1,0,0,1,5,0,0,0
3,-1,0,0,1,30,0,0,1
0,345,2,0,2,6,1,0,0
1,159,3,0,2,16,0,0,0
3,-1,0,0,3,9,0,0,0
3,-1,0,0,1,17,1,0,0
1,334,3,1,3,11,1,0,0
3,-1,0,2,2,26,1,0,1
3,-1,0,0,3,5,0,0,0
3,-1,0,0,3,17,1,0,0
3,-1,0,2,6,20,0,0,0
1,368,1,0,6,18,1,0,0
3,-1,0,0,1,26,0,0,0
3,-1,0,0,5,30,1,0,0
3,-1,0,0,1,13,1,0,0
0,368,1,0,1,15,1,0,0
3,-1,0,0,5,2,0,0,0
3,-1,0,0,2,8,0,0,0
3,-1,0,0,17,27,1,0,0
3,-1,0,0,7,13,1,0,0
3,-1,0,0,2,17,1,0,0
0,314,2,0,1,6,1,0,1
3,-1,0,1,24,31,1,0,0
3,-1,0,0,1,7,0,0,0
3,-1,0,1,9,13,0,0,1
3,-1,0,0,1,8,0,0,1
3,-1,0,2,1,2,1,0,0
0,327,17,1,2,13,1,0,0
3,-1,0,0,6,21,1,0,1
3,-1,0,0,1,16,0,0,0
3,-1,0,0,4,11,1,0,0
3,-1,0,2,2,30,1,0,0
0,84,1,0,5,14,0,0,0
0,78,2,0,1,13,0,0,0
3,-1,0,0,1,18,1,0,0
0,75,1,0,1,2,0,0,0
3,-1,0,0,3,30,0,0,0
2,285,2,0,5,15,0,0,1
3,-1,0,0,2,12,1,0,0
0,182,7,0,1,3,1,0,1
3,-1,0,0,1,2,0,0,0
0,368,2,0,2,15,1,0,1
2,294,2,0,3,15,1,0,0
3,-1,0,0,2,7,0,0,0
3,-1,0,2,3,8,1,0,0
3,-1,0,2,1,23,1,0,0
0,99,3,0,1,7,0,0,0
0,344,2,0,2,5,1,0,0
0,363,1,0,1,13,1,0,0
3,-1,0,0,2,11,0,0,0
3,-1,0,2,2,8,1,0,0
3,-1,0,0,1,13,0,0,1
2,93,3,0,1,3,0,0,0
3,-1,0,0,1,25,1,0,0
3,-1,0,2,2,16,1,0,0
3,-1,0,2,1,6,1,0,0
3,-1,0,0,1,7,0,0,0
3,-1,0,0,1,19,1,0,1
3,-1,0,0,1,7,0,0,0
3,-1,0,2,1,3,1,0,0
3,-1,0,2,2,5,1,0,0
3,-1,0,0,2,7,0,0,1
3,-1,0,0,4,5,1,0,1
3,-1,0,2,5,17,0,0,0
3,-1,0,0,5,15,1,0,0
3,-1,0,2,1,2,1,0,0
0,183,1,0,1,20,0,0,0
3,-1,0,0,3,26,0,0,0
3,-1,0,0,8,28,1,0,0
3,-1,0,2,2,23,1,0,0
0,368,4,0,3,15,1,0,0
3,-1,0,2,1,26,1,0,0
3,-1,0,0,2,11,1,0,0
2,90,6,0,1,6,0,0,1
0,357,1,1,4,6,1,0,0
3,-1,0,0,4,13,1,0,0
3,-1,0,0,4,20,1,0,0
3,-1,0,0,1,30,1,0,0
3,-1,0,2,1,16,0,0,0
3,-1,0,0,6,31,0,0,0
3,-1,0,0,8,31,1,0,1
3,-1,0,0,2,13,1,0,0
3,-1,0,0,1,12,0,0,0
2,181,5,1,1,12,0,0,1
3,-1,0,2,1,27,1,0,0
0,120,1,0,1,2,0,0,0
3,-1,0,2,14,26,1,0,0
3,-1,0,0,9,26,0,0,0
3,-1,0,1,3,28,0,0,0
3,-1,0,0,24,31,1,0,0
2,113,21,0,2,2,0,0,1
3,-1,0,2,1,19,1,0,0
3,-1,0,0,2,6,1,0,0
3,-1,0,0,1,7,0,0,0
3,-1,0,0,2,18,1,0,0
3,-1,0,0,6,9,0,0,0
3,-1,0,2,1,6,0,0,0
3,-1,0,2,3,23,1,0,0
3,-1,0,0,6,12,1,0,1
3,-1,0,1,10,18,0,0,1
3,-1,0,2,3,14,1,0,0
3,-1,0,1,2,10,0,0,0
3,-1,0,0,2,16,1,0,0
2,433,1,0,1,11,0,0,1
3,-1,0,0,3,15,1,0,1
3,-1,0,2,2,4,0,0,0
3,-1,0,0,2,30,0,0,1
3,-1,0,0,2,13,1,0,0
3,-1,0,2,6,28,1,0,0
3,-1,0,0,1,23,1,0,0
3,-1,0,2,2,28,1,0,0
3,-1,0,0,1,3,1,0,0
3,-1,0,1,6,14,0,0,0
3,-1,0,2,5,20,1,0,0
3,-1,0,0,1,25,1,0,0
3,-1,0,2,25,19,1,0,0
2,195,1,0,1,11,0,0,1
3,-1,0,1,1,14,1,0,0
3,-1,0,0,32,31,0,0,0
0,595,2,0,1,13,0,0,1
3,-1,0,0,1,15,1,0,0
0,352,1,0,2,14,1,0,0
3,-1,0,2,2,9,1,0,0
3,-1,0,1,2,28,0,0,0
2,230,1,0,1,3,0,0,1
3,-1,0,0,4,25,0,0,0
3,-1,0,0,3,25,1,0,0
3,-1,0,0,1,19,1,0,0
3,-1,0,2,2,28,1,0,0
3,-1,0,2,2,13,1,0,0
0,370,3,0,1,18,1,0,0
0,279,2,0,1,10,1,0,0
3,-1,0,0,2,11,1,0,0
3,-1,0,0,4,30,1,0,0
3,-1,0,0,1,15,0,0,0
3,-1,0,2,3,21,1,0,0
3,-1,0,0,2,14,0,0,1
3,-1,0,2,14,21,1,0,0
3,-1,0,2,1,18,0,0,1
1,360,1,1,2,14,1,0,0
3,-1,0,2,1,21,1,0,0
3,-1,0,0,1,8,0,0,0
1,374,2,0,3,18,1,0,0
3,-1,0,0,2,29,0,0,0
3,-1,0,0,2,26,0,0,1
3,-1,0,0,4,15,0,0,0
3,-1,0,2,13,29,1,0,0
3,-1,0,0,2,15,0,0,0
3,-1,0,0,2,28,1,0,0
3,-1,0,0,2,18,1,0,0
3,-1,0,0,3,5,0,0,0
0,183,1,0,2,20,0,0,0
3,-1,0,2,3,30,1,0,0
3,-1,0,1,2,20,1,0,0
3,-1,0,0,3,28,0,0,0
0,176,1,0,1,15,1,0,0
0,381,2,0,2,15,0,0,0
3,-1,0,0,2,20,1,0,0
3,-1,0,0,2,12,0,0,0
3,-1,0,0,1,4,0,0,0
0,357,1,0,1,7,1,0,0
3,-1,0,0,6,28,0,0,0
3,-1,0,0,3,22,0,0,0
3,-1,0,2,3,14,1,0,0
3,-1,0,0,2,30,0,0,0
3,-1,0,2,17,30,1,0,0
3,-1,0,0,1,2,0,0,1
0,347,6,0,1,12,1,0,0
0,354,1,0,3,8,1,0,0
3,-1,0,2,2,15,1,0,0
3,-1,0,2,3,23,1,0,0
3,-1,0,2,6,28,1,0,0
3,-1,0,0,1,5,1,0,0
3,-1,0,2,1,29,1,0,0
0,224,22,0,2,7,1,0,0
3,-1,0,2,1,13,1,0,0
3,-1,0,0,2,21,0,0,1
1,242,1,0,2,5,0,0,0
3,-1,0,0,3,3,0,0,0
3,-1,0,0,2,11,1,0,0
3,-1,0,2,2,5,1,0,0
3,-1,0,0,2,29,0,0,0
3,-1,0,2,5,3,1,0,0
1,3,6,0,5,6,0,0,0
3,-1,0,0,2,29,0,0,1
3,-1,0,0,3,23,0,0,0
3,-1,0,0,1,29,0,0,0
3,-1,0,0,7,5,0,0,1
3,-1,0,2,3,23,1,0,0
3,-1,0,2,1,23,1,0,0
3,-1,0,0,1,3,1,0,1
3,-1,0,2,1,3,1,0,1
3,-1,0,0,1,9,0,0,1
3,-1,0,0,2,20,0,0,0
3,-1,0,0,5,7,0,0,0
3,-1,0,1,1,2,0,0,0
3,-1,0,0,1,2,0,0,1
3,-1,0,0,11,31,0,0,0
3,-1,0,0,3,31,0,0,0
3,-1,0,0,2,11,0,0,0
1,349,6,0,4,18,1,0,0
3,-1,0,1,2,18,0,0,0
2,377,3,0,2,15,0,0,0
3,-1,0,0,1,15,1,0,1
3,-1,0,0,2,11,0,0,0
3,-1,0,0,2,12,0,0,1
3,-1,0,0,4,17,0,0,0
0,176,1,0,1,15,1,0,0
3,-1,0,0,3,6,0,0,0
3,-1,0,2,1,19,0,0,0
3,-1,0,2,14,2,1,0,1
3,-1,0,0,1,11,1,0,1
0,295,1,0,1,9,0,0,1
3,-1,0,2,3,28,1,0,0
1,361,2,0,1,12,1,0,0
3,-1,0,1,3,13,0,0,1
3,-1,0,2,1,19,1,0,0
3,-1,0,2,6,19,1,0,0
3,-1,0,0,1,21,1,0,0
3,-1,0,0,1,10,0,0,0
3,-1,0,0,1,17,1,0,0
3,-1,0,2,2,9,1,0,0
3,-1,0,2,1,20,0,0,0
3,-1,0,0,2,25,1,0,0
3,-1,0,0,1,27,0,0,0
3,-1,0,2,1,23,1,0,0
3,-1,0,2,2,30,1,0,0
3,-1,0,2,1,8,1,0,0
3,-1,0,0,3,6,1,0,1
3,-1,0,2,2,28,1,0,0
3,-1,0,0,3,4,0,0,0
0,88,1,0,1,21,0,0,0
0,343,2,0,1,7,1,0,0
2,92,5,0,1,2,0,0,0
3,-1,0,0,1,21,0,0,1
2,93,1,0,1,3,0,0,1
3,-1,0,2,2,30,1,0,0
3,-1,0,0,2,18,0,0,0
3,-1,0,0,1,11,0,0,0
2,97,7,0,2,25,0,0,1
3,-1,0,2,1,5,0,0,0
3,-1,0,2,4,19,1,0,0
3,-1,0,0,1,21,0,0,0
3,-1,0,0,2,16,0,0,0
3,-1,0,0,3,23,0,0,0
3,-1,0,2,2,23,1,0,0
3,-1,0,0,5,18,1,0,0
3,-1,0,2,2,8,1,0,0
3,-1,0,2,1,14,0,0,0
3,-1,0,2,4,26,0,0,0
0,182,1,0,1,19,1,0,0
3,-1,0,0,1,21,0,0,0
3,-1,0,0,1,30,0,0,0
0,364,2,0,2,15,0,0,0
3,-1,0,0,4,12,0,0,0
3,-1,0,0,1,16,1,0,0
3,-1,0,2,4,12,1,0,0
3,-1,0,0,4,12,0,0,1
3,-1,0,0,1,1,0,0,0
0,207,1,0,1,2,1,0,0
3,-1,0,0,2,12,0,0,0
3,-1,0,2,1,14,0,0,0
3,-1,0,0,2,18,0,0,0
3,-1,0,2,1,29,1,0,0
3,-1,0,2,2,5,0,0,0
0,345,1,0,1,6,0,0,0
3,-1,0,0,3,22,0,0,0
3,-1,0,0,2,19,1,0,0
3,-1,0,0,3,28,0,0,0
3,-1,0,2,1,6,1,0,0
3,-1,0,0,3,7,0,0,0
3,-1,0,0,2,11,0,0,1
0,205,1,0,1,5,0,0,1
3,-1,0,2,4,12,1,0,0
0,98,1,0,8,28,0,0,1
3,-1,0,0,1,17,0,0,0
2,92,1,0,1,18,0,0,1
3,-1,0,2,6,19,1,0,0
3,-1,0,0,2,14,0,0,0
3,-1,0,2,2,26,1,0,0
3,-1,0,2,3,23,1,0,0
3,-1,0,0,1,5,1,0,0
3,-1,0,0,3,14,0,0,0
3,-1,0,1,2,21,0,0,0
3,-1,0,2,3,30,1,0,1
3,-1,0,0,1,5,1,0,0
3,-1,0,2,3,12,1,0,0
3,-1,0,0,2,26,0,0,0
3,-1,0,0,2,19,1,0,0
3,-1,0,0,3,2,1,0,0
3,-1,0,0,1,8,0,0,0
3,-1,0,2,2,26,1,0,1
3,-1,0,0,1,30,0,0,1
3,-1,0,0,1,5,1,0,0
3,-1,0,2,16,27,1,0,0
3,-1,0,2,3,27,1,0,0
3,-1,0,0,5,7,1,0,0
3,-1,0,0,7,21,1,0,0
3,-1,0,2,1,30,1,0,1
3,-1,0,0,1,7,1,0,0
3,-1,0,0,1,30,1,0,0
3,-1,0,0,5,8,0,0,1
1,233,3,0,2,5,1,0,0
3,-1,0,0,3,11,1,0,0
3,-1,0,2,1,13,1,0,0
3,-1,0,2,2,5,1,0,0
3,-1,0,0,1,2,1,0,1
3,-1,0,0,1,2,0,0,0
3,-1,0,0,2,22,0,0,1
3,-1,0,0,7,29,0,0,0
3,-1,0,2,1,7,1,0,0
